date,rank,name,code,price,quant_score,score_max,badge,vol,value_trap,t_roe,f_roe,roic,t_per,t_eps,t_pbr,ev_ebitda,dps,sh_return,return_total,t_pegy,t_fair,graham_target,f_per,f_eps,growth,f_target
2026-08-19,108,맥쿼리인프라,088980,9430.0,,,⚠️ 데이터 검증 필요,🟢 정상 (1.09%),false,,,,,,,,,,데이터 없음 (배당 정보 미수집),,,,,,,
2026-08-19,109,엘앤에프,066970,105000.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (6.69%, 벌점 1.214x)",true,-76.95,-6.75,,,,6.15,-79.15,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,110,현대해상,001450,50000.0,62,65,🟢 강력 저평가,"⚡ 변동성 확대 (4.11%, 벌점 1.124x)",false,20.6,,,4.25,11772,0.70,4.14,2063,4.13,"총 1,758억원 (배당 기준)",0.29,125000,137547,4.0,13025,10.6,125000
2026-08-19,111,SKC,011790,83400.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (6.01%, 벌점 1.19x)",true,-73.28,-29.76,,,,3.40,-58.89,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,112,DB하이텍,000990,93600.0,35,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (7.26%, 벌점 1.234x)",false,12.52,16.29,,13.87,6746,1.73,8.00,810,0.87,총 352억원 (배당 기준),,,90621,,,,
2026-08-19,113,한화엔진,082740,46350.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (6.17%, 벌점 1.196x)",false,36.6,30.6,,18.67,2483,6.34,24.16,0,0.0,무배당 (배당 공시 확인됨),,,20210,19.0,2412,-2.9,
2026-08-19,114,신세계,004170,400500.0,25,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.97%, 벌점 1.154x)",true,0.32,8.91,,50.43,7942,0.75,8.54,5200,1.3,총 491억원 (배당 기준),0.11,198550,308906,9.0,43598,449.0,1001250
2026-08-19,115,KCC,002380,437500.0,75,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.87%, 벌점 1.15x)",false,23.51,20.39,,2.27,192585,0.40,8.88,14000,3.43,"총 1,203억원 (배당 기준)",0.29,1093750,2177015,2.0,201206,4.5,1093750
2026-08-19,116,현대제철,004020,28050.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.17%, 벌점 1.126x)",true,-0.04,0.56,,519.44,54,0.19,5.77,500,1.78,총 667억원 (배당 기준),0.37,1350,13393,34.0,821,1420.4,20525
2026-08-19,117,CJ,001040,122800.0,53,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.6%, 벌점 1.106x)",true,2.69,6.57,,28.99,4236,0.77,3.27,3300,2.69,총 962억원 (배당 기준),0.22,105900,123289,13.0,9782,130.9,244550
2026-08-19,118,한온시스템,018880,3490.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.04%, 벌점 1.121x)",true,-6.0,6.49,,,,0.90,6.59,278,7.97,"총 2,853억원 (배당 기준)",,,,14.0,249,,
2026-08-19,119,한전기술,052690,93500.0,16,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (4.92%, 벌점 1.152x)",false,14.2,9.83,,106.49,878,6.04,60.25,1347,1.44,총 514억원 (배당 기준),1.24,21950,17487,58.0,1619,84.4,40475
2026-08-19,120,영원무역,111770,77100.0,72,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.11%, 벌점 1.089x)",false,12.66,13.92,,6.17,12493,0.76,4.14,1400,2.72,총 620억원 (배당 기준),0.51,150165,168867,6.0,13654,9.3,153119
2026-08-19,121,일진전기,103590,71100.0,59,80,🟢 저평가,"⚡ 변동성 확대 (7.62%, 벌점 1.247x)",false,19.08,26.32,,24.11,2949,5.18,20.02,500,0.7,총 238억원 (배당 기준),0.95,73725,30179,19.0,3675,24.6,83456
2026-08-19,122,한국가스공사,036460,36250.0,39,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.1%, 벌점 1.054x)",true,1.23,9.87,,10.65,3403,0.28,9.56,1154,3.18,"총 1,065억원 (배당 기준)",0.04,85075,99563,3.0,12104,255.7,90625
2026-08-19,123,팬오션,028670,6010.0,61,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.17%, 벌점 1.161x)",true,5.3,7.84,,9.49,633,0.51,6.79,150,2.5,총 801억원 (배당 기준),0.23,15025,12955,7.0,879,38.9,15025
2026-08-19,124,DN오토모티브,007340,54100.0,39,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (6.76%, 벌점 1.217x)",false,15.02,18.51,,10.84,4990,1.31,8.45,500,1.85,총 292억원 (배당 기준),,,68093,,,,
2026-08-19,125,미래에셋생명,085620,23050.0,9,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (5.14%, 벌점 1.16x)",true,5.22,,,28.42,811,1.05,10.68,0,0.0,무배당 (배당 공시 확인됨),,,20014,,,,
2026-08-19,126,금호석유화학,011780,123600.0,55,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.26%, 벌점 1.094x)",true,4.74,8.44,,13.78,8970,0.49,5.53,1700,1.38,총 427억원 (배당 기준),0.12,224250,225631,6.0,19321,115.4,309000
2026-08-19,127,한올바이오파마,009420,59200.0,,,🔴 측정 불가 (데이터 오류),"⚡ 변동성 확대 (5.74%, 벌점 1.181x)",true,-3.37,0.13,,,,18.52,1162.01,0,0.0,무배당 (배당 공시 확인됨),,,,14800.0,4,,
2026-08-19,128,한미사이언스,008930,45150.0,20,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.32%, 벌점 1.096x)",false,13.13,,,22.7,1989,3.06,47.22,300,0.66,총 205억원 (배당 기준),,,25697,,,,
2026-08-19,129,넷마블,251270,37350.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.75%, 벌점 1.076x)",true,4.15,8.68,,8.88,4204,0.53,7.94,876,2.35,총 717억원 (배당 기준),0.2,93375,81645,6.0,5945,41.4,93375
2026-08-19,130,강원랜드,035250,14290.0,76,85,🟢 강력 저평가,🟢 정상 (1.19%),false,8.11,7.77,,10.79,1324,0.75,-0.19,950,6.65,"총 2,032억원 (배당 기준)",0.64,22309,23824,10.0,1459,10.2,23716
2026-08-19,131,서울보증보험,031210,43400.0,30,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),🟢 정상 (1.47%),true,5.18,,,9.89,4390,0.61,6.65,2865,6.6,"총 2,000억원 (배당 기준)",,,83831,,,,
2026-08-19,132,포스코DX,022100,19880.0,18,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (4.75%, 벌점 1.146x)",false,9.53,,,87.58,227,5.42,38.12,125,0.63,총 190억원 (배당 기준),,,4328,,,,
2026-08-19,133,한국콜마,161890,127800.0,58,80,🟢 저평가,"⚡ 변동성 확대 (5.83%, 벌점 1.184x)",false,14.69,19.57,,19.22,6651,3.22,11.58,864,0.68,총 203억원 (배당 기준),0.77,166275,77068,15.0,8277,24.4,186390
2026-08-19,134,GS건설,006360,34950.0,45,80,🟢 강력 저평가,"⚡ 변동성 확대 (8.99%, 벌점 1.295x)",true,2.03,3.11,,45.87,762,0.61,8.63,500,1.43,총 427억원 (배당 기준),0.34,19050,31342,20.0,1766,131.8,44150
2026-08-19,135,에스원,012750,77000.0,32,85,🔴 목표가 초과 (고평가 관망),🟢 정상 (1.21%),false,10.45,9.45,,18.51,4160,1.56,5.10,3200,4.16,"총 1,215억원 (배당 기준)",1.64,46841,67971,17.0,4457,7.1,49116
2026-08-19,136,현대엘리베이터,017800,74200.0,47,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.32%, 벌점 1.061x)",false,20.11,12.54,,11.4,6507,2.81,9.92,12010,18.88,"총 4,694억원 (배당 기준)",,,62177,,,,
2026-08-19,137,SK바이오사이언스,302440,35800.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.23%, 벌점 1.058x)",true,-3.2,-4.15,,,,1.59,-74.72,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,138,코스맥스,192820,246000.0,69,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.93%, 벌점 1.153x)",false,23.86,27.23,,22.69,10843,4.77,12.29,3300,1.34,총 374억원 (배당 기준),0.58,271075,112169,16.0,14934,37.7,373350
2026-08-19,139,DL이앤씨,375500,71800.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (5.03%, 벌점 1.156x)",true,7.34,9.05,,6.16,11652,0.56,4.13,890,1.24,총 344억원 (배당 기준),,1631,183341,6.0,11520,-1.1,1360
2026-08-19,140,iM금융지주,139130,17360.0,67,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.08%, 벌점 1.088x)",true,7.27,7.55,,6.37,2727,0.45,27.30,700,4.03,"총 1,108억원 (배당 기준)",0.45,38532,48652,6.0,3003,10.1,37553
2026-08-19,141,롯데쇼핑,023530,97100.0,54,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.59%, 벌점 1.141x)",true,0.34,2.25,,16.79,5782,0.18,9.14,2800,4.12,총 792억원 (배당 기준),0.15,144550,264913,8.0,12178,110.6,242750
2026-08-19,142,달바글로벌,483650,218000.0,69,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.73%, 벌점 1.181x)",false,52.59,53.96,,29.36,7425,11.68,25.53,403,1.21,총 50억원 (배당 기준),0.72,185625,55840,21.0,10380,39.8,259500
2026-08-19,143,효성,004800,162600.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (6.07%, 벌점 1.192x)",false,14.35,15.25,,5.89,27590,1.10,7.81,5000,3.08,총 837억원 (배당 기준),,,302922,7.0,23635,-14.3,
2026-08-19,144,CJ제일제당,097950,180100.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.6%, 벌점 1.071x)",true,-7.67,4.21,,,,0.39,4.60,1500,3.33,총 225억원 (배당 기준),,,,10.0,18531,,
2026-08-19,145,한화비전,489790,52300.0,27,80,🟢 강력 저평가,"⚡ 변동성 확대 (6.87%, 벌점 1.22x)",true,5.4,19.87,,57.92,903,3.04,13.68,0,0.0,무배당 (배당 공시 확인됨),0.18,22575,18696,14.0,3790,319.7,94750
2026-08-19,146,코리안리,003690,14930.0,30,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.18%, 벌점 1.056x)",false,9.03,,,6.59,2267,0.69,4.42,570,3.82,"총 1,007억원 (배당 기준)",,,33222,,,,
2026-08-19,147,농심,004370,432500.0,11,80,🔴 극단적 고평가 (위험),"⚡ 변동성 확대 (3.38%, 벌점 1.098x)",true,6.18,7.11,,13.36,32367,0.86,4.86,6000,1.39,총 364억원 (배당 기준),1.94,223008,605182,13.0,34135,5.5,205459
2026-08-19,148,에코프로머티,450080,36900.0,6,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (5.53%, 벌점 1.174x)",true,2.56,,,61.09,604,2.40,-81.67,0,0.0,무배당 (배당 공시 확인됨),,,14455,,,,
2026-08-19,149,두산퓨얼셀,336260,39800.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (13.95%, 벌점 1.4x)",true,-30.66,-27.78,,,,9.16,-36.90,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,150,신영증권,001720,156600.0,32,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.74%, 벌점 1.111x)",false,8.04,,,14.23,11002,0.61,16.39,7500,4.79,"총 1,233억원 (배당 기준)",,,252091,,,,
2026-08-19,151,동서,026960,25700.0,32,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),🟢 정상 (1.85%),false,8.48,,,17.74,1449,1.51,36.75,890,4.44,총 887억원 (배당 기준),,,23556,,,,
2026-08-19,152,에스엘,005850,54800.0,79,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.77%, 벌점 1.112x)",false,12.81,14.06,,7.42,7388,0.98,3.76,2770,5.05,"총 1,286억원 (배당 기준)",0.52,106017,96412,7.0,8076,9.3,106010
2026-08-19,153,BGF리테일,282330,142800.0,67,80,🟢 저평가,"⚡ 변동성 확대 (4.53%, 벌점 1.139x)",false,15.64,16.84,,11.69,12219,1.94,3.61,4100,2.87,총 708억원 (배당 기준),0.84,170699,142257,11.0,13575,11.1,173209
2026-08-19,154,HL만도,204320,52000.0,55,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.99%, 벌점 1.155x)",true,3.82,7.3,,20.36,2554,0.86,5.19,750,1.44,총 352억원 (배당 기준),0.29,63850,58946,12.0,4309,68.7,107725
2026-08-19,155,NHN,181710,74500.0,50,80,🟢 강력 저평가,"⚡ 변동성 확대 (9.57%, 벌점 1.315x)",true,2.2,6.97,,41.85,1780,1.55,3.87,500,0.67,총 163억원 (배당 기준),0.51,44500,43875,23.0,3216,80.7,80400
2026-08-19,156,F&F,383220,62900.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (5.75%, 벌점 1.181x)",false,23.16,23.51,,4.7,13394,1.19,4.49,2700,4.29,"총 1,034억원 (배당 기준)",,,126211,5.0,12701,-5.2,
2026-08-19,157,롯데케미칼,011170,53700.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (3.32%, 벌점 1.096x)",true,-15.13,-1.44,,,,0.17,32.05,500,1.86,총 213억원 (배당 기준),,,,,,,
2026-08-19,158,한국앤컴퍼니,000240,24150.0,39,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.31%, 벌점 1.061x)",true,7.52,7.67,,6.43,3755,0.46,5.30,800,4.55,총 759억원 (배당 기준),,,66600,,,,
2026-08-19,159,미스토홀딩스,081660,43050.0,78,80,🟢 강력 저평가,"⚡ 변동성 확대 (2.14%, 벌점 1.055x)",false,11.39,14.2,,10.81,3982,1.13,5.37,1040,4.6,총 552억원 (배당 기준),0.27,99550,58424,8.0,5385,35.2,107625
2026-08-19,160,영원무역홀딩스,009970,174500.0,31,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.07%, 벌점 1.087x)",false,12.83,,,5.97,29208,0.65,0.76,4176,3.77,총 540억원 (배당 기준),,,420033,,,,
2026-08-19,161,롯데지주,004990,22650.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.46%, 벌점 1.066x)",true,-10.51,1.36,,,,0.26,8.05,1250,5.52,"총 1,245억원 (배당 기준)",,,,28.0,823,,
2026-08-19,162,GS리테일,007070,26900.0,44,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.21%, 벌점 1.092x)",true,1.34,6.63,,28.2,954,0.69,4.33,600,2.23,총 501억원 (배당 기준),0.15,23850,28928,10.0,2685,181.4,67125
2026-08-19,163,케이뱅크,279570,5530.0,15,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),🟢 정상 (1.98%),true,5.4,5.01,,16.12,343,0.93,15.68,0,0.0,무배당 (배당 공시 확인됨),,,6774,,,,
2026-08-19,164,SK가스,018670,239500.0,73,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.4%, 벌점 1.169x)",false,8.25,13.81,,5.51,43498,0.68,7.81,7000,3.76,총 648억원 (배당 기준),0.42,576783,587116,5.0,47623,9.5,548345
2026-08-19,165,풍산,103140,79200.0,65,80,🟢 강력 저평가,"⚡ 변동성 확대 (6.43%, 벌점 1.205x)",true,6.54,12.28,,12.09,6552,0.92,7.94,1700,2.15,총 476억원 (배당 기준),0.19,163800,112654,7.0,10612,62.0,198000
2026-08-19,166,한솔케미칼,014680,202500.0,45,80,🟡 목표가 달성 (적정가),"⚡ 변동성 확대 (4.76%, 벌점 1.147x)",false,14.34,14.85,,14.82,13662,2.00,11.18,2600,1.28,총 280억원 (배당 기준),1.08,186896,176419,13.0,15359,12.4,187524
2026-08-19,167,금호타이어,073240,7600.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (6.8%, 벌점 1.218x)",false,18.53,18.0,,6.31,1204,0.97,3.99,0,0.0,무배당 (배당 공시 확인됨),0.36,19000,14569,5.0,1417,17.7,19000
2026-08-19,168,제일기획,030000,18750.0,77,85,🟢 저평가,🟢 정상 (1.15%),false,13.7,13.94,,10.4,1803,1.25,3.84,1230,6.56,"총 1,415억원 (배당 기준)",0.72,25891,24668,10.0,1943,7.8,28353
2026-08-19,169,현대지에프홀딩스,005440,11180.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.98%, 벌점 1.084x)",false,11.18,7.2,,5.28,2118,0.42,3.59,235,2.68,총 430억원 (배당 기준),,,35616,6.0,1755,-17.1,
2026-08-19,170,현대백화점,069960,94800.0,57,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.03%, 벌점 1.121x)",true,4.64,5.87,,10.31,9192,0.44,3.94,1650,2.27,총 355억원 (배당 기준),0.27,229800,211093,8.0,12477,35.7,237000
2026-08-19,171,한전KPS,051600,45300.0,24,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (2.77%, 벌점 1.077x)",false,9.29,10.85,,14.31,3165,1.56,8.01,1651,3.64,총 742억원 (배당 기준),1.7,26712,45474,14.0,3318,4.8,25752
2026-08-19,172,이마트,139480,72500.0,9,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.27%, 벌점 1.059x)",true,1.27,0.12,,15.98,4536,0.17,6.63,2500,3.45,총 689억원 (배당 기준),,,208628,152.0,477,-89.5,
2026-08-19,173,SK이터닉스,475150,57800.0,16,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (12.31%, 벌점 1.4x)",false,11.93,10.13,,262.73,220,7.33,29.15,0,0.0,무배당 (배당 공시 확인됨),0.91,5500,6248,67.0,858,290.0,21450
2026-08-19,174,씨에스윈드,112610,45950.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (4.98%, 벌점 1.154x)",true,3.02,15.16,,,,1.58,5.46,1000,2.18,총 421억원 (배당 기준),,,,10.0,4398,,
2026-08-19,175,아모레퍼시픽홀딩스,002790,25150.0,18,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.45%, 벌점 1.066x)",true,3.64,,,19.17,1312,0.65,0.98,400,1.59,총 305억원 (배당 기준),,,33796,,,,
2026-08-19,176,이수스페셜티케미컬,457190,63200.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (5.38%, 벌점 1.168x)",true,0.61,,,,,14.16,152.56,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,177,대한조선,439260,50100.0,57,80,🟢 저평가,"⚡ 변동성 확대 (4.5%, 벌점 1.137x)",false,32.19,24.95,,6.79,7377,1.69,4.82,250,0.5,총 95억원 (배당 기준),0.84,59753,70147,6.0,7937,7.6,62644
2026-08-19,178,시프트업,462870,31850.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.7%, 벌점 1.075x)",false,22.71,13.97,,9.76,3262,1.93,7.10,0,0.0,무배당 (배당 공시 확인됨),,,34802,14.0,2343,-28.2,
2026-08-19,179,HD현대마린엔진,071970,54100.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (6.91%, 벌점 1.222x)",false,41.36,26.46,,10.23,5288,3.67,19.27,0,0.0,무배당 (배당 공시 확인됨),,,41880,14.0,3811,-27.9,
2026-08-19,180,SK리츠,395400,5680.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.03%, 벌점 1.051x)",true,1.04,,,88.75,64,,88.76,,,데이터 없음 (배당 정보 미수집),,,,,,,
2026-08-19,181,롯데렌탈,089860,46850.0,34,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (3.21%, 벌점 1.092x)",false,8.39,8.54,,13.19,3553,1.09,4.22,1200,2.56,총 435억원 (배당 기준),1.37,34321,58618,12.0,3806,7.1,32698
2026-08-19,182,현대위아,011210,61400.0,25,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.58%, 벌점 1.105x)",true,2.75,4.12,,47.67,1288,0.45,2.66,1200,1.95,총 326억원 (배당 기준),0.14,32200,62882,11.0,5544,330.4,138600
2026-08-19,183,CJ대한통운,000120,73000.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.85%, 벌점 1.08x)",true,5.98,4.92,,6.91,10558,0.35,4.41,800,1.1,총 182억원 (배당 기준),,,222592,8.0,9119,-13.6,
2026-08-19,184,호텔신라,008770,42350.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.86%, 벌점 1.08x)",true,-14.46,9.9,,,,1.44,19.08,200,0.47,총 78억원 (배당 기준),,,,15.0,2878,,
2026-08-19,185,롯데에너지머티리얼즈,020150,31600.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (6.4%, 벌점 1.204x)",true,-10.54,-2.07,,,,0.96,-27.78,200,0.63,총 104억원 (배당 기준),,,,,,,
2026-08-19,186,코오롱인더,120110,54500.0,51,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.54%, 벌점 1.139x)",true,1.01,5.72,,17.15,3177,0.40,10.91,700,2.38,총 209억원 (배당 기준),0.14,79425,98689,8.0,7135,124.6,136250
2026-08-19,187,다우기술,023590,37700.0,34,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (3.72%, 벌점 1.11x)",false,15.95,,,2.76,13677,0.45,-18.50,1800,4.78,총 779억원 (배당 기준),,,160565,,,,
2026-08-19,188,동원산업,006040,36800.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (2.04%, 벌점 1.051x)",false,11.61,10.49,,3.82,9628,0.44,4.49,600,3.12,총 264억원 (배당 기준),,,134604,4.0,8774,-8.9,
2026-08-19,189,두산우,000155,406000.0,35,80,🟢 강력 저평가,"⚡ 변동성 확대 (6.6%, 벌점 1.211x)",true,4.99,24.8,,94.73,4286,3.29,14.59,4050,1.0,총 161억원 (배당 기준),0.22,107150,109089,18.0,22687,429.3,567175
2026-08-19,190,미래에셋증권2우B,00680K,11310.0,73,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.13%, 벌점 1.16x)",false,12.36,23.39,,3.55,3187,0.47,28.95,300,2.65,총 409억원 (배당 기준),0.06,28275,41540,2.0,4979,56.2,28275
2026-08-19,191,HJ중공업,097230,17010.0,29,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (4.74%, 벌점 1.146x)",false,10.15,24.85,,10.71,1588,2.04,17.90,0,0.0,무배당 (배당 공시 확인됨),,,17261,,,,
2026-08-19,192,세아베스틸지주,001430,42700.0,56,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.47%, 벌점 1.171x)",true,2.89,5.06,,21.32,2003,0.79,11.55,1200,2.81,총 430억원 (배당 기준),0.51,50075,49355,15.0,2779,38.7,69475
2026-08-19,193,오리온홀딩스,001800,25400.0,28,35,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (2.05%, 벌점 1.052x)",true,5.01,,,11.82,2149,0.61,0.57,1100,4.33,총 661억원 (배당 기준),,,44871,,,,
2026-08-19,194,LX인터내셔널,001120,38450.0,62,80,🟢 강력 저평가,"⚡ 변동성 확대 (4.22%, 벌점 1.128x)",true,5.22,9.48,,14.32,2685,0.48,4.42,2000,5.2,총 775억원 (배당 기준),0.09,67125,69565,5.0,7001,160.7,96125
2026-08-19,195,코리아써키트,007810,60700.0,61,80,🟢 강력 저평가,"⚡ 변동성 확대 (8.81%, 벌점 1.288x)",false,11.54,23.96,,23.33,2602,3.40,14.77,100,0.17,총 23억원 (배당 기준),0.35,65050,32330,14.0,4321,66.1,108025
2026-08-19,196,IPARK현대산업개발,294870,22050.0,60,80,🟢 강력 저평가,"⚡ 변동성 확대 (3.13%, 벌점 1.09x)",true,5.0,10.91,,9.48,2325,0.43,10.33,700,3.17,총 461억원 (배당 기준),0.07,55125,51793,4.0,5546,138.5,55125
2026-08-19,197,HD현대에너지솔루션,322000,129400.0,27,50,🔵 Trailing만 검증됨 (Forward 데이터 없음),"⚡ 변동성 확대 (10.2%, 벌점 1.337x)",false,10.59,24.62,,22.29,5805,3.29,23.60,0,0.0,무배당 (배당 공시 확인됨),,,71674,,,,
2026-08-19,198,LS에코에너지,229640,46600.0,41,80,🔴 목표가 초과 (고평가 관망),"⚡ 변동성 확대 (8.66%, 벌점 1.283x)",false,21.43,23.02,,32.96,1414,6.17,20.51,250,0.54,총 76억원 (배당 기준),1.3,35350,15501,26.0,1764,24.8,38038
2026-08-19,199,SK네트웍스,001740,7060.0,59,80,🟢 강력 저평가,"⚡ 변동성 확대 (5.5%, 벌점 1.172x)",true,2.44,5.7,,16.19,436,0.67,11.27,200,3.54,총 401억원 (배당 기준),0.48,10900,10167,12.0,568,30.3,14200
2026-08-19,200,아시아나항공,020560,6870.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.37%, 벌점 1.063x)",true,-34.48,,,,,2.85,10.34,0,0.0,무배당 (배당 공시 확인됨),,,,,,,
2026-08-19,201,녹십자,006280,121000.0,,,⚠️ 데이터 검증 필요,"⚡ 변동성 확대 (2.98%, 벌점 1.084x)",true,-0.38,13.85,,,,1.12,15.02,1500,1.24,총 175억원 (배당 기준),,,,8.0,15440,,
2026-08-19,202,삼성전기우,009155,486000.0,62,80,🟢 강력 저평가,"⚡ 변동성 확대 (9.87%, 벌점 1.325x)",true,7.7,14.89,,45.91,10587,3.74,59.09,2400,0.49,총 69억원 (배당 기준),0.53,264675,175938,25.0,19742,86.5,493550
2026-08-19,203,효성티앤씨,298020,322000.0,9,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (3.74%, 벌점 1.111x)",true,0.72,15.77,,128.85,2499,0.85,6.36,10100,3.14,총 437억원 (배당 기준),0.05,62475,145946,5.0,61734,2370.3,805000
2026-08-19,204,대웅제약,069620,118300.0,11,50,🔴 실적 역성장/적자 (위험),"⚡ 변동성 확대 (3.65%, 벌점 1.108x)",false,21.75,16.79,,6.86,17249,1.33,8.19,600,0.51,총 69억원 (배당 기준),,,185797,7.0,15931,-7.6,
2026-08-20,1,삼성전자,005930,271000.0,63,80,🟢 강력 저평가,"⚡ 변동성 확대 (8.48%, 벌점 1.277x)",false,10.85,55.83,,12.16,22292,3.77,16.41,566,0.62,"총 33,089억원 (배당 기준)",0.11,557300,189880,6.0,47816,114.5,677500
2026-08-20,2,SK하이닉스,000660,1691000.0,61,80,🟢 강력 저평가,"⚡ 변동성 확대 (10.04%, 벌점 1.331x)",false,44.15,101.7,,7.54,224313,7.29,17.76,1875,0.18,"총 13,696억원 (배당 기준)",0.13,4227500,1081998,5.0,349566,55.8,4227500
2026-08-20,3,삼성전자우,005935,191200.0,65,80,🟢 강력 저평가,"⚡ 변동성 확대 (8.13%, 벌점 1.265x)",false,10.85,55.83,,8.58,22292,2.66,16.41,567,0.87,"총 4,549억원 (배당 기준)",0.07,478000,189875,4.0,47816,114.5,478000
2026-08-20,4,SK스퀘어,402340,1123000.0,50,80,🟢 강력 저평가,"⚡ 변동성 확대 (10.26%, 벌점 1.339x)",false,37.82,96.59,,9.54,117759,4.10,14.74,0,0.0,무배당 (배당 공시 확인됨),0.06,2807500,851895,4.0,320535,172.2,2807500
